transaction_date,owner,ticker,type,senator,amount
2016-08-05,Joint,FEYE,Purchase,"David A Perdue , Jr",15001
2016-08-04,Joint,FOXA,Purchase,"David A Perdue , Jr",15001
2016-08-23,Self,TJX,Purchase,John Hoeven,50001
2016-08-19,Self,RL,Sale (Full),John Hoeven,100001
2016-08-22,Self,JCI,Sale (Full),John Hoeven,100001
2016-08-22,Self,HAS,Purchase,John Hoeven,50001
2016-08-22,Self,BMY,Purchase,John Hoeven,50001
2016-08-22,Self,MCD,Purchase,John Hoeven,50001
2016-07-26,Joint,C,Sale (Full),Sheldon Whitehouse,1001
2016-07-26,Joint,DHR,Purchase,Sheldon Whitehouse,1001
2016-07-29,Spouse,FB,Purchase,Sheldon Whitehouse,1001
2016-07-07,Child,WM,Purchase,Sheldon Whitehouse,1001
2016-07-07,Child,WM,Purchase,Sheldon Whitehouse,1001
2016-07-07,Child,ESRX,Sale (Full),Sheldon Whitehouse,1001
2016-07-07,Child,HAS,Purchase,Sheldon Whitehouse,1001
2016-07-21,Child,GILD,Purchase,Sheldon Whitehouse,1001
2016-07-07,Self,WM,Purchase,Sheldon Whitehouse,1001
2016-07-29,Self,FB,Purchase,Sheldon Whitehouse,1001
2016-07-07,Self,ESRX,Sale (Full),Sheldon Whitehouse,15001
2016-07-07,Self,HAS,Purchase,Sheldon Whitehouse,1001
2016-07-21,Self,GILD,Purchase,Sheldon Whitehouse,1001
2016-07-26,Self,AAPL,Sale (Partial),Sheldon Whitehouse,1001
2016-07-14,Spouse,EMC,Sale (Full),"Angus S King, Jr.",1001
2016-07-12,Self,BBU,Sale (Full),James M Inhofe,1001
2016-08-08,Self,ESRX,Sale (Full),James M Inhofe,50001
2016-08-08,Self,C,Purchase,James M Inhofe,50001
2016-08-08,Self,BMY,Purchase,James M Inhofe,15001
2014-12-03,Child,KMI,Exchange,Timothy M Kaine,15001
2016-07-12,Spouse,FTV,Sale (Full),Susan M Collins,1001
2016-07-14,Spouse,HSY,Sale (Full),Susan M Collins,15001
2016-08-04,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2016-08-03,Joint,HYH,Sale (Partial),"David A Perdue , Jr",1001
2016-08-01,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2016-08-01,Joint,WFM,Purchase,"David A Perdue , Jr",1001
2016-07-29,Joint,HYH,Sale (Partial),"David A Perdue , Jr",1001
2016-07-29,Joint,WLK,Purchase,"David A Perdue , Jr",1001
2016-07-27,Joint,ENTG,Sale (Partial),"David A Perdue , Jr",1001
2016-07-27,Joint,ENTG,Sale (Partial),"David A Perdue , Jr",1001
2016-07-26,Joint,WLK,Purchase,"David A Perdue , Jr",1001
2016-07-25,Joint,HYH,Sale (Partial),"David A Perdue , Jr",1001
2016-07-22,Joint,HYH,Sale (Partial),"David A Perdue , Jr",1001
2016-07-21,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2016-07-21,Joint,GM,Purchase,"David A Perdue , Jr",1001
2016-07-21,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2016-07-19,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2016-07-18,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2016-07-18,Joint,WLK,Purchase,"David A Perdue , Jr",1001
2016-07-15,Joint,PAA,Purchase,"David A Perdue , Jr",1001
2016-07-15,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2016-07-15,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2016-07-15,Joint,AM,Sale (Partial),"David A Perdue , Jr",1001
2016-07-14,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2016-07-14,Joint,HYH,Sale (Partial),"David A Perdue , Jr",1001
2016-07-13,Joint,AXLL,Sale (Full),"David A Perdue , Jr",1001
2016-07-13,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2016-07-13,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2016-07-12,Joint,DISCA,Purchase,"David A Perdue , Jr",1001
2016-07-12,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2016-07-11,Joint,HYH,Sale (Partial),"David A Perdue , Jr",1001
2016-07-21,Self,BLK,Sale (Partial),James M Inhofe,1001
2016-07-21,Self,BIIB,Sale (Full),James M Inhofe,50001
2016-07-21,Self,AGN,Purchase,James M Inhofe,50001
2016-07-08,Spouse,COST,Sale (Full),Pat Roberts,15001
2016-07-08,Spouse,COST,Sale (Full),Pat Roberts,15001
2016-07-15,Spouse,WMT,Sale (Partial),William Cassidy,1001
2016-07-15,Spouse,SO,Sale (Partial),William Cassidy,1001
2016-07-15,Spouse,PG,Sale (Partial),William Cassidy,1001
2016-07-15,Spouse,T,Sale (Partial),William Cassidy,1001
2016-07-25,Self,CELG,Purchase,John F Reed,1001
2016-07-25,Self,AMG,Purchase,John F Reed,1001
2016-07-25,Self,ZBH,Sale (Partial),John F Reed,1001
2016-07-25,Self,PEP,Sale (Partial),John F Reed,1001
2016-07-25,Self,MSFT,Sale (Partial),John F Reed,1001
2016-07-25,Joint,CELG,Purchase,John F Reed,1001
2016-07-25,Joint,AMG,Purchase,John F Reed,1001
2016-07-25,Joint,ZBH,Sale (Partial),John F Reed,1001
2016-07-25,Joint,PEP,Sale (Partial),John F Reed,1001
2016-06-24,Spouse,BRK-B,Purchase,Shelley M Capito,1001
2016-06-13,Spouse,F,Purchase,Shelley M Capito,1001
2016-06-28,Self,PRU,Purchase,John Hoeven,50001
2016-06-28,Self,MCD,Purchase,John Hoeven,50001
2016-06-28,Self,IVZ,Purchase,John Hoeven,50001
2016-06-28,Self,UA-C,Purchase,John Hoeven,50001
2016-06-14,Joint,PG,Sale (Partial),Patrick J Toomey,15001
2016-07-08,Joint,DISCA,Purchase,"David A Perdue , Jr",1001
2016-07-07,Joint,AXLL,Sale (Partial),"David A Perdue , Jr",1001
2016-07-06,Joint,MPLX,Sale (Partial),"David A Perdue , Jr",50001
2016-07-06,Joint,ETP,Purchase,"David A Perdue , Jr",50001
2016-07-06,Joint,AXLL,Sale (Partial),"David A Perdue , Jr",1001
2016-06-30,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2016-06-29,Joint,DISCA,Purchase,"David A Perdue , Jr",1001
2016-06-29,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2016-06-29,Joint,WLK,Purchase,"David A Perdue , Jr",1001
2016-06-28,Joint,AXLL,Sale (Partial),"David A Perdue , Jr",1001
2016-06-28,Joint,AXLL,Sale (Partial),"David A Perdue , Jr",1001
2016-06-28,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2016-06-28,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2016-06-28,Joint,WLK,Purchase,"David A Perdue , Jr",1001
2016-06-27,Joint,SE,Sale (Partial),"David A Perdue , Jr",15001
2016-06-27,Joint,NKE,Purchase,"David A Perdue , Jr",15001
2016-06-27,Joint,BAC,Purchase,"David A Perdue , Jr",1001
2016-06-27,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2016-06-27,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2016-06-27,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2016-06-27,Joint,AXLL,Sale (Partial),"David A Perdue , Jr",1001
2016-06-24,Joint,AXLL,Sale (Partial),"David A Perdue , Jr",1001
2016-06-24,Joint,AXLL,Sale (Partial),"David A Perdue , Jr",1001
2016-06-24,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2016-06-24,Joint,FEYE,Purchase,"David A Perdue , Jr",1001
2016-06-23,Joint,WLK,Purchase,"David A Perdue , Jr",1001
2016-06-23,Joint,HYH,Sale (Partial),"David A Perdue , Jr",1001
2016-06-22,Joint,AXLL,Sale (Partial),"David A Perdue , Jr",1001
2016-06-21,Joint,AXLL,Sale (Partial),"David A Perdue , Jr",1001
2016-06-20,Joint,BAC,Purchase,"David A Perdue , Jr",1001
2016-06-13,Joint,SHPG,Sale (Full),"David A Perdue , Jr",1001
2016-06-13,Joint,AXLL,Sale (Partial),"David A Perdue , Jr",1001
2016-06-01,Spouse,BIN,Exchange,Susan M Collins,15001
2016-06-01,Spouse,WCN,Exchange,Susan M Collins,15001
2016-06-28,Self,NFX,Sale (Partial),James M Inhofe,1001
2016-06-28,Self,CLR,Sale (Partial),James M Inhofe,15001
2016-06-29,Spouse,HD,Purchase,Pat Roberts,1001
2016-06-29,Spouse,FB,Purchase,Pat Roberts,1001
2016-06-10,Spouse,FB,Purchase,Pat Roberts,1001
2016-06-10,Spouse,HDS,Purchase,Pat Roberts,1001
2016-06-10,Spouse,NFLX,Purchase,Pat Roberts,1001
2016-06-24,Spouse,AEE,Sale (Full),Thomas R Carper,1001
2016-06-07,Spouse,WTR,Sale (Full),Thomas R Carper,1001
2016-05-24,Self,CPGX,Sale (Full),Gary C Peters,1001
2016-05-24,Self,IVZ,Purchase,Gary C Peters,1001
2016-05-02,Joint,MTUM,Sale (Partial),Patrick J Toomey,15001
2016-05-02,Joint,SHY,Sale (Partial),Patrick J Toomey,15001
2016-06-09,Joint,PG,Sale (Partial),Patrick J Toomey,15001
2016-05-17,Joint,VFC,Sale (Full),Sheldon Whitehouse,15001
2016-05-18,Joint,GILD,Purchase,Sheldon Whitehouse,1001
2016-05-18,Joint,NFLX,Purchase,Sheldon Whitehouse,1001
2016-05-24,Joint,CMCSA,Purchase,Sheldon Whitehouse,1001
2016-05-24,Joint,FB,Purchase,Sheldon Whitehouse,1001
2016-05-24,Joint,AMGN,Purchase,Sheldon Whitehouse,15001
2016-06-07,Joint,PSA,Purchase,Sheldon Whitehouse,15001
2016-06-07,Joint,ACN,Sale (Full),Sheldon Whitehouse,15001
2016-06-07,Joint,IBM,Purchase,Sheldon Whitehouse,15001
2016-05-18,Child,NVDA,Purchase,Sheldon Whitehouse,1001
2016-06-07,Child,SBUX,Purchase,Sheldon Whitehouse,1001
2016-05-17,Self,VFC,Sale (Full),Sheldon Whitehouse,15001
2016-05-18,Self,NWL,Purchase,Sheldon Whitehouse,1001
2016-05-18,Self,DEO,Purchase,Sheldon Whitehouse,1001
2016-05-18,Self,CERN,Sale (Full),Sheldon Whitehouse,1001
2016-05-24,Self,REGN,Purchase,Sheldon Whitehouse,1001
2016-05-24,Self,CMCSA,Purchase,Sheldon Whitehouse,1001
2016-05-24,Self,FB,Purchase,Sheldon Whitehouse,1001
2016-05-24,Self,TWTR,Purchase,Sheldon Whitehouse,1001
2016-06-07,Self,IBM,Purchase,Sheldon Whitehouse,1001
2016-05-23,Self,PRGO,Purchase,James M Inhofe,50001
2016-05-25,Self,BABA,Sale (Full),James M Inhofe,50001
2016-05-17,Self,PG,Sale (Partial),James M Inhofe,50001
2016-05-12,Self,CLR,Sale (Partial),James M Inhofe,50001
2016-05-20,Joint,WFM,Purchase,"David A Perdue , Jr",1001
2016-05-18,Joint,DISCA,Purchase,"David A Perdue , Jr",1001
2016-05-16,Joint,NKE,Purchase,"David A Perdue , Jr",1001
2016-05-16,Joint,SBUX,Purchase,"David A Perdue , Jr",1001
2016-05-11,Joint,SYY.SG,Sale (Partial),"David A Perdue , Jr",1001
2016-05-06,Joint,MYL,Purchase,"David A Perdue , Jr",15001
2016-05-06,Joint,MYL,Purchase,"David A Perdue , Jr",15001
2016-05-05,Joint,WBA,Purchase,"David A Perdue , Jr",1001
2016-05-05,Joint,SBUX,Purchase,"David A Perdue , Jr",1001
2016-05-05,Joint,FE,Purchase,"David A Perdue , Jr",1001
2016-05-05,Joint,COST,Purchase,"David A Perdue , Jr",1001
2016-05-05,Joint,HON,Purchase,"David A Perdue , Jr",15001
2016-05-02,Joint,WPZ,Sale (Partial),"David A Perdue , Jr",1001
2016-04-26,Self,NWL,Purchase,Sheldon Whitehouse,1001
2016-04-12,Spouse,AMZN,Purchase,Sheldon Whitehouse,15001
2016-04-12,Spouse,GOOGL,Purchase,Sheldon Whitehouse,1001
2016-04-12,Spouse,AMGN,Purchase,Sheldon Whitehouse,1001
2016-04-12,Spouse,TJX,Purchase,Sheldon Whitehouse,1001
2016-05-04,Spouse,GE,Purchase,Sheldon Whitehouse,1001
2016-04-19,Child,AMZN,Sale (Partial),Sheldon Whitehouse,1001
2016-04-19,Child,NVDA,Purchase,Sheldon Whitehouse,1001
2016-04-19,Child,VMW,Sale (Full),Sheldon Whitehouse,1001
2016-04-19,Child,WBA,Purchase,Sheldon Whitehouse,1001
2016-04-19,Child,DIS,Purchase,Sheldon Whitehouse,1001
2016-04-26,Joint,AAPL,Sale (Partial),Sheldon Whitehouse,15001
2016-04-12,Child,STT,Sale (Full),Sheldon Whitehouse,15001
2016-04-12,Self,UA,Sale (Partial),Sheldon Whitehouse,1001
2016-04-26,Self,NVDA,Purchase,Sheldon Whitehouse,1001
2016-04-26,Self,AAPL,Sale (Partial),Sheldon Whitehouse,15001
2016-04-26,Self,LRCX,Purchase,Sheldon Whitehouse,1001
2016-04-17,Joint,OKE,Sale (Partial),Rafael E Cruz,15001
2016-04-28,Self,IRET,Sale (Full),John Hoeven,100001
2016-04-27,Self,IRET,Sale (Partial),John Hoeven,50001
2016-04-22,Self,VLO,Purchase,John Hoeven,100001
2016-04-22,Self,MCD,Purchase,John Hoeven,50001
2016-04-28,Self,RNWK,Sale (Partial),Maria Cantwell,1001
2016-04-19,Spouse,VFC,Purchase,Shelley M Capito,1001
2016-04-19,Spouse,UTX,Purchase,Shelley M Capito,1001
2016-04-19,Spouse,MMM,Purchase,Shelley M Capito,1001
2016-04-19,Spouse,PAYX,Purchase,Shelley M Capito,1001
2016-04-19,Spouse,NEE,Purchase,Shelley M Capito,1001
2016-04-19,Spouse,MSFT,Purchase,Shelley M Capito,1001
2016-04-19,Spouse,MDT,Purchase,Shelley M Capito,1001
2016-04-19,Spouse,LOW,Purchase,Shelley M Capito,1001
2016-04-19,Spouse,JNJ,Purchase,Shelley M Capito,1001
2016-04-19,Spouse,SJM,Purchase,Shelley M Capito,1001
2016-04-19,Spouse,ITW,Purchase,Shelley M Capito,1001
2016-04-19,Spouse,GD,Purchase,Shelley M Capito,1001
2016-04-19,Spouse,CLX,Purchase,Shelley M Capito,1001
2016-04-19,Spouse,CB,Purchase,Shelley M Capito,1001
2016-04-19,Spouse,BDX,Purchase,Shelley M Capito,1001
2016-04-19,Spouse,ABT,Purchase,Shelley M Capito,1001
2016-04-11,Spouse,DD,Sale (Full),Susan M Collins,1001
2016-04-11,Spouse,PX,Purchase,Susan M Collins,1001
2016-03-31,Spouse,TM,Sale (Full),William Cassidy,15001
2016-03-31,Spouse,RDS-B,Sale (Full),William Cassidy,1001
2016-03-31,Spouse,SLB,Sale (Partial),William Cassidy,1001
2016-03-31,Spouse,OXY,Sale (Full),William Cassidy,1001
2016-03-31,Spouse,F,Sale (Full),William Cassidy,1001
2016-03-31,Spouse,XOM,Sale (Partial),William Cassidy,1001
